Word,Ham Count,Spam Count,Total Count,Spam Ratio
storag,982,208,1190,0.175
incom,595,593,1188,0.499
tomorrow,1097,89,1186,0.075
alloc,1134,51,1185,0.043
drop,905,280,1185,0.236
shop,213,972,1185,0.82
object,403,780,1183,0.659
track,642,541,1183,0.457
respond,830,351,1181,0.297
strategi,683,496,1179,0.421
forc,810,368,1178,0.312
won,463,712,1175,0.606
dr,468,704,1172,0.601
higher,724,448,1172,0.382
awar,451,717,1168,0.614
rang,435,733,1168,0.628
probabl,1014,154,1168,0.132
field,811,356,1167,0.305
far,879,288,1167,0.247
consum,616,550,1166,0.472
mw,1085,77,1162,0.066
wide,368,793,1161,0.683
commit,783,377,1160,0.325
server,360,800,1160,0.69
facil,911,247,1158,0.213
noth,370,787,1157,0.68
role,1068,89,1157,0.077
jan,761,394,1155,0.341
counterparti,1155,0,1155,0.0
integr,699,456,1155,0.395
log,971,181,1152,0.157
local,410,738,1148,0.643
prize,124,1024,1148,0.892
avoid,362,786,1148,0.685
med,14,1133,1147,0.988
opinion,339,802,1141,0.703
categori,269,871,1140,0.764
situat,785,354,1139,0.311
quick,357,781,1138,0.686
serv,811,324,1135,0.285
hot,212,923,1135,0.813
impact,860,272,1132,0.24
anyon,691,440,1131,0.389
fuel,959,170,1129,0.151
simpli,334,792,1126,0.703
crenshaw,1125,1,1126,0.001
mx,45,1080,1125,0.96
earlier,1035,89,1124,0.079
vice,982,136,1118,0.122
trust,416,702,1118,0.628
enough,626,492,1118,0.44
appli,602,515,1117,0.461
determin,877,240,1117,0.215
cera,1117,0,1117,0.0
room,889,227,1116,0.203
function,957,158,1115,0.142
fix,624,491,1115,0.44
telephon,547,568,1115,0.509
someon,709,405,1114,0.364
portfolio,780,334,1114,0.3
side,720,394,1114,0.354
declin,1005,106,1111,0.095
assur,325,786,1111,0.707
connect,526,584,1110,0.526
tel,406,703,1109,0.634
signific,782,327,1109,0.295
annual,630,479,1109,0.432
sum,140,968,1108,0.874
huge,281,827,1108,0.746
longer,573,532,1105,0.481
goal,451,650,1101,0.59
econom,803,298,1101,0.271
video,346,752,1098,0.685
game,392,705,1097,0.643
old,567,524,1091,0.48
compens,300,788,1088,0.724
mind,442,646,1088,0.594
media,205,883,1088,0.812
winner,129,958,1087,0.881
td,122,965,1087,0.888
india,925,158,1083,0.146
correct,893,188,1081,0.174
est,256,825,1081,0.763
jim,1038,42,1080,0.039
se,48,1031,1079,0.956
emerg,510,569,1079,0.527
coordin,813,264,1077,0.245
curv,1041,35,1076,0.033
davi,971,105,1076,0.098
choos,257,816,1073,0.76
fyi,1057,14,1071,0.013
termin,947,124,1071,0.116
php,1,1068,1069,0.999
worth,466,602,1068,0.564
train,715,353,1068,0.331
computron,0,1067,1067,1.0
safe,144,918,1062,0.864
stand,394,666,1060,0.628
pc,196,862,1058,0.815
stinson,1052,1,1053,0.001
scott,998,53,1051,0.05
handl,619,431,1050,0.41
half,496,549,1045,0.525
chanc,500,544,1044,0.521
student,886,155,1041,0.149
reader,99,940,1039,0.905
attent,375,661,1036,0.638
broadband,652,384,1036,0.371
measur,706,329,1035,0.318
solicit,145,888,1033,0.86
guy,802,227,1029,0.221
break,364,664,1028,0.646
format,347,681,1028,0.662
weather,980,48,1028,0.047
andrew,925,102,1027,0.099
combin,686,341,1027,0.332
color,166,860,1026,0.838
lost,729,296,1025,0.289
tim,715,310,1025,0.302
altern,588,437,1025,0.426
physic,792,232,1024,0.227
china,98,922,1020,0.904
directli,586,434,1020,0.425
east,753,265,1018,0.26
focu,739,278,1017,0.273
rice,981,32,1013,0.032
licens,406,607,1013,0.599
voip,0,1013,1013,1.0
instruct,248,764,1012,0.755
tom,945,67,1012,0.066
brian,966,45,1011,0.045
though,679,332,1011,0.328
greg,988,21,1009,0.021
variou,576,431,1007,0.428
imag,251,755,1006,0.75
independ,523,483,1006,0.48
plu,466,539,1005,0.536
stay,674,330,1004,0.329
enhanc,318,684,1002,0.683
paul,865,135,1000,0.135
entir,435,561,996,0.563
everyth,441,555,996,0.557
fell,923,70,993,0.07
mg,329,661,990,0.668
near,547,441,988,0.446
compar,449,538,987,0.545
former,747,239,986,0.242
night,635,350,985,0.355
enrononlin,983,0,983,0.0
bloomberg,969,12,981,0.012
enjoy,436,542,978,0.554
pg,951,26,977,0.027
seen,546,430,976,0.441
delay,561,414,975,0.425
conflict,401,574,975,0.589
dave,947,27,974,0.028
approach,832,141,973,0.145
membership,243,728,971,0.75
notif,243,726,969,0.749
georg,866,102,968,0.105
excel,519,448,967,0.463
reflect,734,232,966,0.24
sitara,965,0,965,0.0
eol,964,1,965,0.001
along,650,313,963,0.325
wi,26,934,960,0.973
explor,498,461,959,0.481
didn,717,241,958,0.252
downgrad,946,12,958,0.013
disclos,623,335,958,0.35
assum,792,162,954,0.17
known,292,661,953,0.694
sector,442,510,952,0.536
oblig,650,300,950,0.316
assumpt,217,733,950,0.772
miss,501,447,948,0.472
paso,925,21,946,0.022
tool,439,505,944,0.535
super,180,760,940,0.809
floor,814,124,938,0.132
practic,592,345,937,0.368
cap,537,400,937,0.427
men,55,880,935,0.941
cs,42,891,933,0.955
gari,895,37,932,0.04
pick,398,533,931,0.573
quot,366,565,931,0.607
six,506,423,929,0.455
summari,897,31,928,0.033
san,660,268,928,0.289
session,784,143,927,0.154
ye,485,441,926,0.476
took,649,276,925,0.298
establish,499,425,924,0.46
expand,422,500,922,0.542
weekend,656,266,922,0.289
entiti,792,130,922,0.141
cell,570,351,921,0.381
outsid,732,188,920,0.204
water,615,301,916,0.329
pre,461,455,916,0.497
martin,757,158,915,0.173
manufactur,204,710,914,0.777
ami,884,29,913,0.032
broker,352,561,913,0.614
afternoon,850,63,913,0.069
owner,316,597,913,0.654
tw,884,27,911,0.03
journal,802,108,910,0.119
regul,719,191,910,0.21
came,554,354,908,0.39
text,198,710,908,0.782
oi,3,904,907,0.997
achiev,306,599,905,0.662
exposur,810,95,905,0.105
european,552,353,905,0.39
bodi,83,821,904,0.908
appropri,735,168,903,0.186
predict,249,652,901,0.724
ook,0,900,900,1.0
ce,186,714,900,0.793
contribut,772,127,899,0.141
graphic,90,806,896,0.9
ltd,495,400,895,0.447
outstand,478,414,892,0.464
cheap,55,835,890,0.938
taken,574,315,889,0.354
advantag,247,640,887,0.722
els,624,262,886,0.296
highli,322,564,886,0.637
although,675,211,886,0.238
approxim,612,272,884,0.308
implement,767,117,884,0.132
match,502,381,883,0.431
detect,699,184,883,0.208
premier,95,784,879,0.892
doesn,551,327,878,0.372
speak,644,234,878,0.267
dvd,13,863,876,0.985
stori,408,468,876,0.534
white,509,367,876,0.419
mine,182,693,875,0.792
candid,718,157,875,0.179
critic,698,177,875,0.202
simpl,170,704,874,0.805
creativ,78,794,872,0.911
susan,833,39,872,0.045
die,76,795,871,0.913
carri,452,418,870,0.48
choic,341,528,869,0.608
age,125,743,868,0.856
maintain,560,308,868,0.355
var,833,34,867,0.039
macromedia,1,864,865,0.999
similar,464,401,865,0.464
welcom,392,473,865,0.547
es,55,809,864,0.936
sorri,601,262,863,0.304
technic,699,163,862,0.189
studio,34,828,862,0.961
bad,429,432,861,0.502
studi,553,305,858,0.355
spot,705,152,857,0.177
tab,97,758,855,0.887
epmi,854,0,854,0.0
tx,751,102,853,0.12
quickli,443,407,850,0.479
air,273,577,850,0.679
histori,293,556,849,0.655
receipt,410,438,848,0.517
tabl,506,341,847,0.403
metal,640,206,846,0.243
path,674,171,845,0.202
weekli,653,188,841,0.224
alert,213,627,840,0.746
front,380,456,836,0.545
morgan,790,46,836,0.055
sex,5,829,834,0.994
voic,387,446,833,0.535
electron,537,296,833,0.355
attempt,476,357,833,0.429
print,414,417,831,0.502
mailto,647,184,831,0.221
popular,69,761,830,0.917
moodi,820,10,830,0.012
doctor,67,761,828,0.919
obtain,422,406,828,0.49
rule,558,270,828,0.326
western,499,328,827,0.397
disclosur,733,93,826,0.113
ventur,312,513,825,0.622
monthli,514,311,825,0.377
evalu,682,141,823,0.171
pain,74,746,820,0.91
quit,457,363,820,0.443
relationship,527,291,818,0.356
complianc,196,621,817,0.76
reliabl,212,604,816,0.74
varianc,816,0,816,0.0
michel,773,42,815,0.052
perfect,90,724,814,0.889
hr,622,192,814,0.236
advisor,176,638,814,0.784
equip,407,405,812,0.499
central,515,296,811,0.365
spend,436,374,810,0.462
calcul,659,151,810,0.186
que,7,801,808,0.991
conveni,346,461,807,0.571
·,0,806,806,1.0
gather,410,396,806,0.491
expir,423,381,804,0.474
across,581,223,804,0.277
specul,225,578,803,0.72
urgent,203,597,800,0.746
almost,509,291,800,0.364
ahead,648,152,800,0.19
core,680,119,799,0.149
collect,334,463,797,0.581
hedg,760,36,796,0.045
budget,556,239,795,0.301
biz,27,768,795,0.966
holiday,445,348,793,0.439
none,179,614,793,0.774
photoshop,0,791,791,1.0
dec,620,171,791,0.216
thu,476,314,790,0.397
volatil,735,55,790,0.07
kin,10,780,790,0.987
ken,772,17,789,0.022
excit,283,505,788,0.641
conduct,489,298,787,0.379
biggest,575,212,787,0.269
leader,423,364,787,0.463
enabl,202,584,786,0.743
ebay,29,756,785,0.963
feb,617,168,785,0.214
entertain,119,665,784,0.848
court,653,131,784,0.167
light,419,364,783,0.465
assign,690,93,783,0.119
pec,783,0,783,0.0
invoic,671,110,781,0.141
except,570,211,781,0.27
replac,655,126,781,0.161
doubl,268,513,781,0.657
histor,331,449,780,0.576
dealer,113,666,779,0.855
survey,543,236,779,0.303
nice,257,522,779,0.67
gold,156,622,778,0.799
corel,4,774,778,0.995
mortgag,42,734,776,0.946
nbsp,0,773,773,1.0
aol,607,166,773,0.215
africa,37,736,773,0.952
institut,554,218,772,0.282
construct,472,299,771,0.388
singl,425,345,770,0.448
spam,4,762,766,0.995
convers,565,199,764,0.26
password,555,208,763,0.273
hit,469,294,763,0.385
weight,102,657,759,0.866
employ,464,294,758,0.388
recipi,465,293,758,0.387
lisa,733,24,757,0.032
txt,737,20,757,0.026
uniqu,143,608,751,0.81
fulli,400,350,750,0.467
regulatori,658,92,750,0.123
prc,733,15,748,0.02
bit,363,385,748,0.515
align,102,642,744,0.863
para,12,731,743,0.984
neg,454,288,742,0.388
instal,340,401,741,0.541
women,272,469,741,0.633
stake,457,284,741,0.383
inciud,0,740,740,1.0
sp,215,525,740,0.709
lender,551,188,739,0.254
coupl,592,146,738,0.198
buyer,573,165,738,0.224
common,440,298,738,0.404
fortun,399,338,737,0.459
articl,592,145,737,0.197
launch,451,285,736,0.387
poor,558,178,736,0.242
rose,643,93,736,0.126
taylor,660,76,736,0.103
black,452,283,735,0.385
toward,436,299,735,0.407
english,631,104,735,0.141
rel,345,388,733,0.529
subsidiari,353,379,732,0.518
ii,576,155,731,0.212
extra,182,548,730,0.751
rank,380,350,730,0.479
con,39,691,730,0.947
instead,413,315,728,0.433
verifi,283,445,728,0.611
wysak,0,728,728,1.0
herein,41,686,727,0.944
rick,702,23,725,0.032
lowest,235,489,724,0.675
ph,270,454,724,0.627
wiil,0,724,724,1.0
rest,410,312,722,0.432
introduc,303,418,721,0.58
affect,530,189,719,0.263
usd,266,452,718,0.63
failur,446,272,718,0.379
speed,328,390,718,0.543
whole,420,297,717,0.414
technoiogi,0,716,716,1.0
duke,690,26,716,0.036
watson,660,56,716,0.078
economi,556,160,716,0.223
thoma,611,104,715,0.145
phase,643,72,715,0.101
brown,577,137,714,0.192
settlement,658,55,713,0.077
consist,482,230,712,0.323
pars,696,14,710,0.02
polit,425,285,710,0.401
grade,627,82,709,0.116
fit,369,340,709,0.48
wonder,381,328,709,0.463
saturday,654,54,708,0.076
valid,390,318,708,0.449
rather,541,167,708,0.236
rs,265,441,706,0.625
method,277,429,706,0.608
automat,256,449,705,0.637
digit,135,570,705,0.809
margin,567,138,705,0.196
extrem,327,378,705,0.536
procedur,542,162,704,0.23
rd,395,308,703,0.438
expert,259,444,703,0.632
promis,327,376,703,0.535
steven,646,56,702,0.08
qualifi,157,545,702,0.776
extens,466,235,701,0.335
spreadsheet,670,31,701,0.044
westdesk,700,0,700,0.0
sponsor,280,419,699,0.599
space,469,230,699,0.329
absolut,145,549,694,0.791
monitor,475,219,694,0.316
myself,376,317,693,0.457
recruit,621,71,692,0.103
mix,128,564,692,0.815
beck,674,17,691,0.025
joe,643,47,690,0.068
ok,516,173,689,0.251
premium,309,380,689,0.552
otc,88,600,688,0.872
young,375,313,688,0.455
forecast,555,132,687,0.192
host,303,384,687,0.559
iii,370,314,684,0.459
rm,55,628,683,0.919
audit,435,247,682,0.362
hotel,520,161,681,0.236
ur,1,679,680,0.999
constitut,95,585,680,0.86
multipl,265,414,679,0.61
previou,488,191,679,0.281
da,157,520,677,0.768
valuat,629,48,677,0.071
count,436,240,676,0.355
adjust,607,68,675,0.101
inher,28,646,674,0.958
manual,382,292,674,0.433
master,419,255,674,0.378
green,291,382,673,0.568
afford,65,608,673,0.903
intent,215,457,672,0.68
player,365,307,672,0.457
fire,416,254,670,0.379
main,440,229,669,0.342
border,215,454,669,0.679
lee,630,38,668,0.057
aep,667,0,667,0.0
delet,387,280,667,0.42
ancillari,644,21,665,0.032
girl,57,607,664,0.914
arm,113,551,664,0.83
jeffrey,642,21,663,0.032
depend,437,225,662,0.34
pictur,293,368,661,0.557
heard,415,246,661,0.372
red,271,388,659,0.589
notifi,520,139,659,0.211
met,491,167,658,0.254
edison,642,15,657,0.023
progress,546,111,657,0.169
otherwis,418,239,657,0.364
agenda,609,44,653,0.067
knowledg,398,254,652,0.39
inquiri,562,89,651,0.137
insid,320,331,651,0.508
washington,533,118,651,0.181
trip,496,154,650,0.237
god,90,560,650,0.862
duti,194,454,648,0.701
em,42,605,647,0.935
went,429,217,646,0.336
definit,378,268,646,0.415
pull,478,167,645,0.259
prove,170,475,645,0.736
ed,327,318,645,0.493
crisi,557,87,644,0.135
nor,253,390,643,0.607
season,526,117,643,0.182
wind,290,352,642,0.548
jul,57,585,642,0.911
screen,313,328,641,0.512
frank,515,125,640,0.195
batch,35,605,640,0.945
un,45,595,640,0.93
aggress,228,411,639,0.643
troubl,518,121,639,0.189
throughout,320,319,639,0.499
exclus,146,493,639,0.772
capabl,343,295,638,0.462
secret,59,578,637,0.907
music,71,566,637,0.889
boost,184,452,636,0.711
door,156,480,636,0.755
educ,250,386,636,0.607
correspond,168,467,635,0.735
lunch,607,28,635,0.044
opt,80,554,634,0.874
focus,374,260,634,0.41
surpris,325,308,633,0.487
gibner,633,0,633,0.0
vacat,448,185,633,0.292
karen,621,11,632,0.017
touch,420,211,631,0.334
figur,415,216,631,0.342
proven,51,580,631,0.919
tue,135,495,630,0.786
reduct,478,152,630,0.241
understood,151,478,629,0.76
±,0,628,628,1.0
exactli,170,454,624,0.728
sound,358,265,623,0.425
prospect,257,366,623,0.587
strateg,366,256,622,0.412
favor,259,362,621,0.583
christi,596,25,621,0.04
enterpris,193,428,621,0.689
attack,384,236,620,0.381
challeng,473,147,620,0.237
park,444,175,619,0.283
appoint,316,303,619,0.489
nearli,393,225,618,0.364
explain,455,163,618,0.264
chair,548,69,617,0.112
feet,144,473,617,0.767
behalf,380,236,616,0.383
pat,593,23,616,0.037
stephen,572,43,615,0.07
height,33,582,615,0.946
wrong,287,328,615,0.533
merchant,465,150,615,0.244
wil,19,595,614,0.969
arriv,441,173,614,0.282
spread,521,92,613,0.15
bottom,279,334,613,0.545
,0,613,613,1.0
default,575,37,612,0.06
father,68,544,612,0.889
previous,478,134,612,0.219
amend,446,165,611,0.27
dilig,253,358,611,0.586
sa,287,324,611,0.53
bought,394,217,611,0.355
resuit,0,609,609,1.0
zone,168,439,607,0.723
stanford,592,15,607,0.025
campaign,234,373,607,0.614
itself,390,217,607,0.357
registr,377,229,606,0.378
spokesman,566,38,604,0.063
proceed,489,115,604,0.19
hire,533,69,602,0.115
estat,278,324,602,0.538
ten,175,427,602,0.709
pressur,475,126,601,0.21
seri,473,128,601,0.213
pr,275,325,600,0.542
languag,333,267,600,0.445
gift,184,416,600,0.693
sexual,19,581,600,0.968
width,1,599,600,0.998
treat,183,417,600,0.695
euro,122,477,599,0.796
speaker,525,74,599,0.124
url,405,193,598,0.323
melissa,585,13,598,0.022
sender,362,236,598,0.395
attorney,282,316,598,0.528
car,207,391,598,0.654
movi,75,523,598,0.875
land,260,337,597,0.564
sunday,505,91,596,0.153
prompt,353,243,596,0.408
guid,140,454,594,0.764
dinner,569,25,594,0.042
cooper,322,271,593,0.457
sap,581,11,592,0.019
accuraci,108,484,592,0.818
oem,6,586,592,0.99
wire,331,260,591,0.44
hall,554,37,591,0.063
difficult,479,112,591,0.19
ben,541,49,590,0.083
sport,104,485,589,0.823
describ,378,211,589,0.358
separ,461,126,587,0.215
lavorato,587,0,587,0.0
export,148,439,587,0.748
ew,582,4,586,0.007
dabhol,586,0,586,0.0
si,57,529,586,0.903
environ,369,216,585,0.369
true,267,318,585,0.544
su,111,473,584,0.81
instant,50,533,583,0.914
lucki,32,550,582,0.945
wast,99,482,581,0.83
platform,377,204,581,0.351
effici,341,240,581,0.413
rolex,0,581,581,1.0
dpc,581,0,581,0.0
ne,64,517,581,0.89
basic,429,152,581,0.262
ref,46,534,580,0.921
allen,533,46,579,0.079
eye,172,406,578,0.702
drew,246,331,577,0.574
encourag,418,159,577,0.276
ub,568,8,576,0.014
newswir,507,69,576,0.12
professor,518,57,575,0.099
coal,535,39,574,0.068
fine,380,194,574,0.338
paragraph,295,277,572,0.484
tr,23,548,571,0.96
href,0,571,571,1.0
roll,437,134,571,0.235
pertain,42,529,571,0.926
exercis,302,268,570,0.47
kenneth,529,41,570,0.072
competitor,240,330,570,0.579
discov,74,495,569,0.87
led,441,128,569,0.225
tap,531,37,568,0.065
goe,341,227,568,0.4
overal,450,118,568,0.208
middl,301,265,566,0.468
symbol,53,512,565,0.906
constru,64,501,565,0.887
brief,456,108,564,0.191
sept,547,17,564,0.03
substanti,331,233,564,0.413
harri,472,91,563,0.162
senat,521,39,560,0.07
tie,427,133,560,0.237
mayb,388,171,559,0.306
began,417,141,558,0.253
kim,531,27,558,0.048
cancel,404,154,558,0.276
resolv,475,83,558,0.149
descript,352,206,558,0.369
innov,261,297,558,0.532
especi,343,214,557,0.384
paypal,0,556,556,1.0
children,106,449,555,0.809
coupon,100,455,555,0.82
attract,249,305,554,0.551
rise,351,203,554,0.366
wharton,547,6,553,0.011
ident,60,493,553,0.892
sir,31,521,552,0.944
ail,38,514,552,0.931
lst,355,196,551,0.356
ann,465,86,551,0.156
sometim,333,218,551,0.396
multi,119,431,550,0.784
ene,546,3,549,0.005
privaci,57,492,549,0.896
alon,230,318,548,0.58
pharmaci,0,545,545,1.0
whose,314,231,545,0.424
topic,474,71,545,0.13
litig,237,307,544,0.564
worri,335,209,544,0.384
safeti,129,414,543,0.762
impress,214,329,543,0.606
lawsuit,515,28,543,0.052
primari,414,128,542,0.236
vote,437,105,542,0.194
seminar,423,118,541,0.218
warn,354,187,541,0.346
fear,290,250,540,0.463
wireless,170,370,540,0.685
complex,433,107,540,0.198
stream,167,372,539,0.69
input,470,69,539,0.128
desir,178,360,538,0.669
junk,472,66,538,0.123
browser,114,424,538,0.788
patent,52,485,537,0.903
maker,340,197,537,0.367
eric,497,40,537,0.074
materia,0,537,537,1.0
self,212,324,536,0.604
op,338,197,535,0.368
joint,216,318,534,0.596
entri,344,190,534,0.356
outlook,501,33,534,0.062
death,59,474,533,0.889
jump,289,244,533,0.458
southern,407,125,532,0.235
chicago,433,99,532,0.186
faith,292,240,532,0.451
auction,334,196,530,0.37
laura,507,23,530,0.043
penni,74,456,530,0.86
experienc,216,314,530,0.592
ljm,530,0,530,0.0
refin,188,341,529,0.645
moment,221,308,529,0.582
human,238,290,528,0.549
spoke,483,44,527,0.083
swap,511,16,527,0.03
zimin,527,0,527,0.0
bonu,203,324,527,0.615
familiar,341,186,527,0.353
forese,28,498,526,0.947
turbin,510,15,525,0.029
chase,461,64,525,0.122
owe,364,161,525,0.307
canadian,278,245,523,0.468
le,140,381,521,0.731
peter,412,109,521,0.209
ft,320,200,520,0.385
deadlin,489,31,520,0.06
llc,309,210,519,0.405
northwest,507,11,518,0.021
art,112,405,517,0.783
son,115,401,516,0.777
push,402,114,516,0.221
norton,15,501,516,0.971
deveiop,0,515,515,1.0
eogi,0,515,515,1.0
devic,44,469,513,0.914
finish,315,198,513,0.386
colleagu,310,203,513,0.396
calger,512,0,512,0.0
gave,378,133,511,0.26
vol,212,298,510,0.584
flight,254,256,510,0.502
comfort,255,255,510,0.5
moor,463,47,510,0.092
giant,441,69,510,0.135
wrote,462,47,509,0.092
road,203,306,509,0.601
tammi,501,7,508,0.014
panel,334,174,508,0.343
expans,321,187,508,0.368
wife,101,407,508,0.801
ar,86,422,508,0.831
degre,168,340,508,0.669
particular,358,149,507,0.294
clean,308,199,507,0.393
star,235,272,507,0.536
rich,172,335,507,0.661
style,127,380,507,0.75
prioriti,259,248,507,0.489
rac,435,71,506,0.14
del,62,444,506,0.877
unabl,402,104,506,0.206
stage,289,216,505,0.428
rival,475,30,505,0.059
mb,70,434,504,0.861
miller,470,33,503,0.066
stem,94,409,503,0.813
